FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep
92.5,122.0,789.7,10.2,15.9,55,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.5,122.0,789.7,10.2,19.7,39,2.7,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
92.5,122.0,789.7,10.2,21.1,39,2.2,0.0,8.12,False,False,False,False,False,False,False,False,False,False,False,True
92.5,122.0,789.7,10.2,18.4,42,2.2,0.0,1.09,False,False,False,False,False,False,False,False,False,False,False,True
92.5,122.0,789.7,10.2,17.3,45,4.0,0.0,3.94,False,False,False,False,False,False,False,False,False,False,False,True
88.2,55.2,732.3,11.6,15.2,64,3.1,0.0,0.52,False,False,False,False,False,False,False,False,False,False,False,True
91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,2.93,False,False,False,False,False,False,False,False,False,False,False,True
91.9,111.7,770.3,6.5,21.1,35,2.7,0.0,5.65,False,False,False,False,False,False,False,False,False,False,False,True
91.9,111.7,770.3,6.5,19.6,45,3.1,0.0,20.03,False,False,False,False,False,False,False,False,False,False,False,True
91.1,132.3,812.1,12.5,15.9,38,5.4,0.0,1.75,False,False,False,False,False,False,False,False,False,False,False,True
91.1,132.3,812.1,12.5,16.4,27,3.6,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True
91.2,94.3,744.4,8.4,16.8,47,4.9,0.0,12.64,False,False,False,False,False,False,False,False,False,False,False,True
91.9,133.6,520.5,8.0,14.2,58,4.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
92.0,203.2,664.5,8.1,10.4,75,0.9,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.2,94.3,744.4,8.4,15.4,57,4.9,0.0,39.35,False,False,False,False,False,False,False,False,False,False,False,True
92.1,207.0,672.6,8.2,21.1,54,2.2,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
93.7,101.3,458.8,11.9,19.3,39,7.2,0.0,7.73,False,False,False,False,False,True,False,False,False,False,False,False
90.7,194.1,643.0,6.8,16.2,63,2.7,0.0,16.33,False,True,False,False,False,False,False,False,False,False,False,False
91.6,181.3,613.0,7.6,20.9,50,2.2,0.0,16.0,False,True,False,False,False,False,False,False,False,False,False,False
90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,24.59,False,False,False,False,False,False,False,False,False,False,False,True
91.1,91.3,738.1,7.2,20.7,46,2.7,0.0,30.18,False,False,False,False,False,False,False,False,False,False,False,True
90.5,96.7,750.5,11.4,20.4,55,4.9,0.0,3.64,False,False,False,False,False,False,False,False,False,False,False,True
91.6,181.3,613.0,7.6,24.3,33,3.6,0.0,3.63,False,True,False,False,False,False,False,False,False,False,False,False
93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False
93.3,49.5,297.7,14.0,28.0,34,4.5,0.0,8.16,False,False,False,False,False,False,True,False,False,False,False,False
91.1,88.2,731.7,8.3,22.8,46,4.0,0.0,4.95,False,False,False,False,False,False,False,False,False,False,False,True
90.7,194.1,643.0,6.8,21.3,41,3.6,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
92.3,96.2,450.2,12.1,23.4,31,5.4,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
92.3,92.1,442.1,9.8,22.8,27,4.5,0.0,1.63,False,False,False,False,False,True,False,False,False,False,False,False
92.7,164.1,575.8,8.9,26.3,39,3.1,0.0,7.02,False,False,False,False,False,True,False,False,False,False,False,False
92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,2.44,False,True,False,False,False,False,False,False,False,False,False,False
91.6,181.3,613.0,7.6,24.8,36,4.0,0.0,3.05,False,True,False,False,False,False,False,False,False,False,False,False
91.2,94.3,744.4,8.4,22.3,48,4.0,0.0,0.72,False,False,False,False,False,False,False,False,False,False,False,True
92.1,207.0,672.6,8.2,27.9,33,2.2,0.0,2.35,False,True,False,False,False,False,False,False,False,False,False,False
91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2,False,True,False,False,False,False,False,False,False,False,False,False
92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36,False,True,False,False,False,False,False,False,False,False,False,False
90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54,False,True,False,False,False,False,False,False,False,False,False,False
91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33,False,False,False,False,False,False,False,False,False,False,False,True
92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23,False,True,False,False,False,False,False,False,False,False,False,False
92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48,False,False,False,False,False,False,False,False,True,False,False,False
88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94,False,False,False,False,False,False,True,False,False,False,False,False
93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08,False,False,False,False,False,False,True,False,False,False,False,False
93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76,False,False,False,False,False,True,False,False,False,False,False,False
93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36,False,False,False,False,False,True,False,False,False,False,False,False
93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21,False,False,False,False,False,True,False,False,False,False,False,False
93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75,False,False,False,False,False,True,False,False,False,False,False,False
93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False
91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8,False,True,False,False,False,False,False,False,False,False,False,False
91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False
91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43,False,True,False,False,False,False,False,False,False,False,False,False
